person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
24.0,male,Bachelor,217134.0,2,MORTGAGE,14000.0,VENTURE,11.99,0.06,2.0,598,Yes,0
26.0,male,Master,217024.0,1,MORTGAGE,12000.0,VENTURE,9.63,0.06,4.0,637,Yes,0
25.0,female,High School,172215.0,5,MORTGAGE,10000.0,MEDICAL,18.25,0.06,4.0,628,No,1
23.0,male,Master,18831.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.01,0.32,4.0,667,No,1
24.0,male,Associate,105349.0,5,RENT,25000.0,HOMEIMPROVEMENT,14.84,0.24,3.0,621,Yes,0
24.0,male,Bachelor,91184.0,1,RENT,25000.0,VENTURE,14.7,0.27,3.0,668,No,1
23.0,female,High School,91886.0,1,RENT,25000.0,DEBTCONSOLIDATION,16.02,0.27,4.0,544,No,1
23.0,male,Associate,80452.0,2,RENT,25000.0,MEDICAL,15.37,0.31,2.0,699,No,1
25.0,female,Bachelor,108758.0,2,RENT,25000.0,MEDICAL,10.99,0.23,4.0,611,No,0
21.0,male,Associate,18916.0,0,OWN,6200.0,HOMEIMPROVEMENT,7.9,0.33,2.0,615,No,1
26.0,female,High School,217234.0,5,OWN,25000.0,PERSONAL,10.99,0.12,4.0,559,Yes,0
24.0,female,High School,217017.0,0,OWN,21000.0,EDUCATION,11.48,0.1,3.0,577,Yes,0
25.0,male,High School,216874.0,1,OWN,20000.0,MEDICAL,14.26,0.09,4.0,657,Yes,0
26.0,male,Associate,216833.0,5,OWN,10000.0,HOMEIMPROVEMENT,8.0,0.05,4.0,676,Yes,0
25.0,male,Bachelor,216483.0,0,MORTGAGE,9950.0,VENTURE,11.26,0.05,2.0,601,No,0
23.0,female,Master,19000.0,2,OWN,4475.0,MEDICAL,11.01,0.24,4.0,647,No,1
23.0,female,Master,94363.0,0,RENT,25000.0,VENTURE,16.32,0.26,3.0,576,No,1
25.0,male,Master,80570.0,3,RENT,25000.0,MEDICAL,17.93,0.31,4.0,612,No,1
23.0,male,Bachelor,109167.0,0,RENT,25000.0,DEBTCONSOLIDATION,11.36,0.23,3.0,678,No,0
24.0,female,Associate,95753.0,1,RENT,25000.0,DEBTCONSOLIDATION,14.96,0.26,4.0,542,No,1
24.0,female,Associate,110935.0,1,RENT,25000.0,PERSONAL,13.43,0.23,3.0,709,Yes,0
25.0,male,Associate,111490.0,2,RENT,25000.0,HOMEIMPROVEMENT,12.69,0.22,3.0,622,Yes,0
24.0,male,Associate,111729.0,4,RENT,25000.0,VENTURE,12.73,0.22,4.0,642,Yes,0
23.0,female,High School,113396.0,0,RENT,25000.0,VENTURE,15.21,0.22,4.0,660,No,0
23.0,female,Bachelor,19175.0,1,MORTGAGE,1750.0,MEDICAL,12.68,0.09,3.0,587,Yes,0
23.0,female,High School,85787.0,0,RENT,25000.0,MEDICAL,19.04,0.29,4.0,646,No,1
25.0,female,Master,102114.0,7,RENT,25000.0,DEBTCONSOLIDATION,15.95,0.24,3.0,637,No,1
26.0,male,Bachelor,211005.0,5,MORTGAGE,2600.0,VENTURE,8.9,0.01,4.0,718,No,0
25.0,male,Master,210903.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,7.9,0.04,2.0,588,Yes,0
22.0,male,Associate,210555.0,0,MORTGAGE,18000.0,EDUCATION,11.01,0.09,2.0,652,No,0
23.0,male,Bachelor,210937.0,0,MORTGAGE,21000.0,PERSONAL,11.99,0.1,3.0,620,Yes,0
23.0,male,High School,19062.0,2,OWN,4000.0,DEBTCONSOLIDATION,13.98,0.21,4.0,667,No,1
23.0,female,Associate,18926.0,0,OWN,4600.0,VENTURE,10.99,0.24,2.0,688,No,1
22.0,male,Associate,106694.0,0,RENT,25000.0,DEBTCONSOLIDATION,15.58,0.23,2.0,667,No,1
25.0,male,Master,90718.0,4,RENT,25000.0,MEDICAL,10.99,0.28,2.0,692,No,1
25.0,male,Bachelor,106668.0,1,RENT,25000.0,VENTURE,14.96,0.23,4.0,562,No,1
25.0,male,High School,19158.0,4,OWN,1750.0,HOMEIMPROVEMENT,15.31,0.09,4.0,625,Yes,0
26.0,male,High School,106419.0,5,RENT,25000.0,VENTURE,15.65,0.23,3.0,649,No,1
25.0,female,High School,120696.0,3,RENT,25000.0,VENTURE,9.33,0.21,4.0,545,Yes,0
23.0,male,High School,19065.0,3,MORTGAGE,3600.0,PERSONAL,13.47,0.19,4.0,540,No,1
24.0,female,Associate,124083.0,0,RENT,25000.0,PERSONAL,10.36,0.2,3.0,637,Yes,0
24.0,male,Associate,111673.0,4,RENT,25000.0,HOMEIMPROVEMENT,16.77,0.22,4.0,600,No,1
23.0,male,High School,112633.0,1,RENT,25000.0,DEBTCONSOLIDATION,14.59,0.22,2.0,633,No,1
22.0,male,High School,210938.0,0,RENT,3500.0,VENTURE,11.91,0.02,2.0,588,No,0
23.0,female,Associate,210720.0,2,MORTGAGE,7200.0,EDUCATION,8.38,0.03,3.0,624,Yes,0
25.0,male,High School,210705.0,7,RENT,9000.0,VENTURE,10.59,0.04,3.0,525,Yes,0
25.0,male,High School,209997.0,3,MORTGAGE,8800.0,DEBTCONSOLIDATION,14.27,0.04,3.0,616,Yes,0
26.0,female,Master,209873.0,3,RENT,12000.0,DEBTCONSOLIDATION,12.53,0.06,4.0,675,No,0
25.0,female,Associate,195268.0,1,MORTGAGE,25000.0,DEBTCONSOLIDATION,16.0,0.13,3.0,662,No,1
26.0,male,Master,209393.0,2,MORTGAGE,10000.0,VENTURE,11.71,0.05,4.0,585,Yes,0
21.0,male,Master,18773.0,0,OWN,3175.0,HOMEIMPROVEMENT,11.54,0.17,3.0,686,No,1
25.0,female,Bachelor,116439.0,2,RENT,25000.0,HOMEIMPROVEMENT,15.68,0.21,4.0,595,No,1
21.0,female,Associate,19169.0,2,MORTGAGE,1500.0,EDUCATION,10.59,0.08,2.0,537,Yes,0
24.0,female,High School,118417.0,0,RENT,25000.0,HOMEIMPROVEMENT,12.61,0.21,2.0,625,No,1
26.0,female,High School,133476.0,0,RENT,25000.0,PERSONAL,11.01,0.19,2.0,641,Yes,0
23.0,female,Associate,19312.0,4,MORTGAGE,2800.0,PERSONAL,8.49,0.14,3.0,661,No,1
25.0,male,High School,192351.0,1,RENT,30000.0,PERSONAL,17.27,0.16,4.0,577,No,1
24.0,male,Bachelor,206648.0,4,RENT,18000.0,DEBTCONSOLIDATION,8.9,0.09,4.0,537,Yes,0
25.0,female,High School,205046.0,6,MORTGAGE,10000.0,MEDICAL,11.11,0.05,4.0,646,Yes,0
24.0,male,High School,190735.0,1,RENT,25000.0,HOMEIMPROVEMENT,14.59,0.13,2.0,653,No,1
26.0,female,Associate,204872.0,3,RENT,13000.0,VENTURE,12.42,0.06,3.0,654,No,0
24.0,male,Associate,100758.0,0,RENT,25000.0,MEDICAL,11.01,0.25,2.0,635,No,1
24.0,female,Master,133231.0,3,RENT,25000.0,HOMEIMPROVEMENT,15.7,0.19,2.0,675,Yes,0
22.0,female,Master,18923.0,0,OWN,2500.0,HOMEIMPROVEMENT,12.53,0.13,3.0,618,No,1
25.0,female,Master,161894.0,0,RENT,5000.0,MEDICAL,16.49,0.03,2.0,609,No,1
25.0,female,Bachelor,205144.0,0,MORTGAGE,20000.0,EDUCATION,7.49,0.1,2.0,545,Yes,0
22.0,female,High School,121617.0,2,RENT,25000.0,DEBTCONSOLIDATION,14.96,0.21,2.0,629,No,1
25.0,male,Associate,136206.0,6,RENT,25000.0,MEDICAL,12.73,0.18,4.0,539,No,0
24.0,male,Master,144915.0,4,RENT,25000.0,EDUCATION,10.65,0.17,4.0,593,Yes,0
25.0,female,High School,145233.0,3,RENT,25000.0,MEDICAL,10.74,0.17,2.0,683,No,0
23.0,male,Bachelor,145002.0,1,RENT,25000.0,EDUCATION,9.99,0.17,2.0,670,Yes,0
24.0,male,Master,110953.0,0,RENT,25000.0,MEDICAL,15.33,0.23,2.0,662,No,1
21.0,female,High School,19414.0,2,OWN,1000.0,VENTURE,7.29,0.05,4.0,681,Yes,0
26.0,male,High School,130096.0,1,RENT,25000.0,PERSONAL,15.05,0.19,3.0,636,No,1
26.0,male,Master,157292.0,0,RENT,25000.0,PERSONAL,10.75,0.16,3.0,677,Yes,0
23.0,female,Bachelor,156995.0,3,RENT,25000.0,EDUCATION,16.02,0.16,2.0,656,Yes,0
23.0,female,Associate,156952.0,0,RENT,25000.0,VENTURE,11.49,0.16,4.0,674,Yes,0
25.0,female,Associate,205005.0,6,OWN,20000.0,EDUCATION,12.53,0.1,4.0,587,No,0
26.0,female,Bachelor,205060.0,2,MORTGAGE,12000.0,VENTURE,13.57,0.06,2.0,658,No,0
22.0,male,High School,203782.0,4,RENT,14000.0,PERSONAL,11.14,0.07,3.0,581,Yes,0
26.0,male,High School,203368.0,3,RENT,24250.0,MEDICAL,12.87,0.12,3.0,606,Yes,0
23.0,female,Associate,203403.0,0,RENT,20000.0,EDUCATION,11.58,0.1,3.0,648,No,0
24.0,female,Associate,202715.0,3,RENT,1800.0,HOMEIMPROVEMENT,11.12,0.01,3.0,563,Yes,0
25.0,female,Master,202525.0,1,MORTGAGE,35000.0,PERSONAL,10.65,0.17,2.0,589,Yes,0
24.0,male,Associate,161487.0,1,RENT,25000.0,DEBTCONSOLIDATION,10.37,0.15,2.0,641,No,0
24.0,male,Associate,19677.0,3,OWN,3300.0,HOMEIMPROVEMENT,6.39,0.17,4.0,637,No,1
24.0,male,High School,161952.0,2,RENT,25000.0,PERSONAL,16.07,0.15,3.0,578,Yes,0
25.0,female,Bachelor,161560.0,0,RENT,25000.0,MEDICAL,10.62,0.15,2.0,660,Yes,0
25.0,male,High School,19423.0,3,OWN,3200.0,VENTURE,18.09,0.16,2.0,586,No,1
25.0,male,Associate,163134.0,5,RENT,25000.0,EDUCATION,11.36,0.15,4.0,567,Yes,0
26.0,female,Bachelor,163683.0,5,RENT,25000.0,DEBTCONSOLIDATION,12.53,0.15,4.0,582,Yes,0
25.0,female,Bachelor,174972.0,3,RENT,25000.0,EDUCATION,9.99,0.14,4.0,712,Yes,0
23.0,male,High School,181016.0,4,RENT,25000.0,EDUCATION,10.36,0.14,3.0,674,No,0
23.0,female,Master,198920.0,0,MORTGAGE,9600.0,EDUCATION,5.99,0.05,3.0,532,Yes,0
22.0,female,Master,184800.0,1,MORTGAGE,24000.0,DEBTCONSOLIDATION,15.62,0.13,2.0,670,No,1
24.0,male,Master,198862.0,6,MORTGAGE,20000.0,PERSONAL,10.37,0.1,4.0,658,No,0
25.0,male,Associate,199407.0,0,MORTGAGE,25000.0,HOMEIMPROVEMENT,19.74,0.13,4.0,669,No,0
21.0,male,Bachelor,198803.0,0,MORTGAGE,20000.0,EDUCATION,6.91,0.1,4.0,681,Yes,0
23.0,male,Associate,20044.0,3,OWN,6000.0,MEDICAL,7.9,0.3,2.0,618,No,1
23.0,female,Bachelor,20401.0,4,MORTGAGE,2275.0,DEBTCONSOLIDATION,13.06,0.11,4.0,573,Yes,0
23.0,female,High School,19859.0,0,OWN,2000.0,PERSONAL,6.39,0.1,3.0,491,Yes,0
23.0,male,Master,178660.0,2,RENT,25000.0,DEBTCONSOLIDATION,14.93,0.14,3.0,590,No,1
23.0,female,High School,20421.0,0,MORTGAGE,5600.0,MEDICAL,12.84,0.27,4.0,587,No,1
24.0,male,Master,20353.0,2,OWN,3625.0,VENTURE,17.14,0.18,2.0,648,No,1
22.0,male,Master,20297.0,0,MORTGAGE,5500.0,VENTURE,7.14,0.27,3.0,687,No,1
25.0,male,Bachelor,210932.0,0,RENT,25000.0,PERSONAL,8.9,0.12,2.0,621,No,0
22.0,female,High School,20405.0,0,OWN,2000.0,PERSONAL,12.42,0.1,3.0,590,Yes,0
24.0,male,Associate,223194.0,0,RENT,25000.0,HOMEIMPROVEMENT,12.68,0.11,2.0,676,Yes,0
25.0,female,Associate,195560.0,0,RENT,25000.0,PERSONAL,11.03,0.13,2.0,677,Yes,0
26.0,male,Bachelor,194140.0,6,RENT,30000.0,VENTURE,7.9,0.15,4.0,651,Yes,0
22.0,male,High School,193337.0,0,MORTGAGE,35000.0,MEDICAL,10.65,0.18,4.0,602,Yes,0
25.0,male,High School,270992.0,2,RENT,25000.0,VENTURE,11.86,0.09,4.0,652,No,0
25.0,male,Associate,20221.0,5,OWN,5000.0,PERSONAL,8.94,0.25,4.0,572,No,1
23.0,male,Bachelor,20678.0,0,OWN,4375.0,VENTURE,9.63,0.21,4.0,528,No,1
25.0,female,High School,60742.0,3,RENT,24750.0,PERSONAL,14.22,0.41,3.0,638,No,1
23.0,female,High School,72805.0,2,RENT,24750.0,DEBTCONSOLIDATION,9.33,0.34,3.0,655,No,1
24.0,male,Master,102011.0,3,RENT,24500.0,MEDICAL,13.85,0.24,4.0,627,Yes,0
22.0,male,High School,20896.0,0,MORTGAGE,2000.0,EDUCATION,10.65,0.1,2.0,596,No,0
24.0,female,Bachelor,111283.0,0,RENT,24500.0,MEDICAL,11.46,0.22,4.0,694,No,0
23.0,female,Associate,192873.0,0,MORTGAGE,35000.0,PERSONAL,7.66,0.18,2.0,684,Yes,0
24.0,female,Bachelor,193174.0,0,MORTGAGE,12000.0,VENTURE,16.77,0.06,4.0,547,No,0
25.0,female,Bachelor,193249.0,0,MORTGAGE,12000.0,PERSONAL,9.63,0.06,4.0,586,Yes,0
26.0,female,Bachelor,192954.0,5,RENT,25000.0,PERSONAL,12.23,0.13,4.0,694,No,0
25.0,male,Master,152227.0,2,MORTGAGE,10000.0,MEDICAL,14.09,0.07,4.0,639,No,1
25.0,female,Bachelor,65399.0,0,RENT,24250.0,PERSONAL,13.98,0.37,4.0,663,No,1
23.0,female,High School,75928.0,4,RENT,24250.0,EDUCATION,10.62,0.32,4.0,528,No,1
24.0,male,Bachelor,21627.0,0,MORTGAGE,3900.0,DEBTCONSOLIDATION,11.01,0.18,3.0,636,No,1
25.0,male,High School,83235.0,3,RENT,24250.0,PERSONAL,17.56,0.29,4.0,603,No,1
26.0,male,High School,68297.0,3,RENT,24250.0,MEDICAL,14.96,0.36,2.0,507,No,1
22.0,male,Master,89977.0,3,RENT,24250.0,DEBTCONSOLIDATION,15.65,0.27,2.0,692,No,1
24.0,female,Associate,79510.0,2,RENT,24250.0,MEDICAL,15.7,0.3,2.0,604,No,1
24.0,female,Bachelor,109050.0,5,RENT,24250.0,VENTURE,12.53,0.22,3.0,622,No,0
26.0,female,Bachelor,94635.0,2,RENT,24250.0,HOMEIMPROVEMENT,17.56,0.26,3.0,643,No,1
23.0,male,High School,120966.0,0,RENT,24250.0,PERSONAL,12.87,0.2,2.0,565,No,0
23.0,male,Master,124437.0,0,RENT,24250.0,PERSONAL,15.7,0.19,2.0,718,Yes,0
25.0,male,Bachelor,193147.0,3,MORTGAGE,9000.0,EDUCATION,11.01,0.05,3.0,625,Yes,0
23.0,female,Bachelor,90900.0,0,RENT,24000.0,PERSONAL,12.92,0.26,2.0,672,No,1
26.0,female,Master,107641.0,6,RENT,24000.0,PERSONAL,11.58,0.22,3.0,648,No,0
25.0,male,High School,114870.0,4,RENT,24000.0,EDUCATION,8.9,0.21,2.0,653,No,0
22.0,male,Bachelor,100479.0,0,RENT,24000.0,DEBTCONSOLIDATION,19.69,0.24,3.0,590,No,1
25.0,female,Master,114958.0,2,RENT,24000.0,VENTURE,6.54,0.21,4.0,704,Yes,0
21.0,female,Master,22882.0,0,OWN,4900.0,HOMEIMPROVEMENT,14.54,0.21,4.0,674,No,1
21.0,female,Bachelor,22392.0,0,OWN,5000.0,EDUCATION,11.11,0.22,2.0,594,No,1
26.0,female,High School,120498.0,5,RENT,24000.0,PERSONAL,12.73,0.2,4.0,626,No,0
24.0,female,Master,132873.0,2,RENT,24000.0,VENTURE,15.62,0.18,4.0,701,Yes,0
24.0,male,Associate,22635.0,3,OWN,6250.0,HOMEIMPROVEMENT,6.54,0.28,4.0,602,No,1
22.0,female,Associate,118299.0,0,RENT,24000.0,DEBTCONSOLIDATION,11.01,0.2,2.0,503,No,1
26.0,female,Associate,125665.0,5,RENT,24000.0,DEBTCONSOLIDATION,20.0,0.19,4.0,657,No,1
22.0,female,High School,144904.0,0,RENT,24000.0,EDUCATION,9.91,0.17,4.0,638,No,0
24.0,female,Bachelor,144882.0,2,RENT,24000.0,VENTURE,12.69,0.17,4.0,646,Yes,0
26.0,male,Associate,130649.0,4,RENT,24000.0,EDUCATION,20.0,0.18,3.0,678,No,1
24.0,male,Master,149622.0,4,RENT,24000.0,PERSONAL,16.49,0.16,4.0,684,Yes,0
23.0,male,Bachelor,22957.0,1,MORTGAGE,2500.0,MEDICAL,15.95,0.11,2.0,594,No,1
24.0,male,Master,157225.0,1,RENT,24000.0,DEBTCONSOLIDATION,11.49,0.15,3.0,538,Yes,0
25.0,female,Bachelor,163004.0,3,RENT,24000.0,PERSONAL,10.99,0.15,2.0,662,No,0
24.0,male,High School,163035.0,2,RENT,24000.0,HOMEIMPROVEMENT,13.79,0.15,2.0,636,Yes,0
23.0,male,Master,138731.0,0,RENT,24000.0,MEDICAL,20.0,0.17,3.0,613,No,1
23.0,female,Associate,180804.0,1,RENT,24000.0,EDUCATION,7.49,0.13,4.0,573,Yes,0
23.0,male,Master,166378.0,0,RENT,24000.0,DEBTCONSOLIDATION,16.0,0.14,2.0,714,No,1
24.0,male,Associate,22684.0,0,OWN,13000.0,PERSONAL,7.88,0.57,3.0,640,No,1
21.0,male,Bachelor,22366.0,0,OWN,6250.0,VENTURE,10.62,0.28,4.0,637,No,1
26.0,female,High School,187161.0,7,RENT,24000.0,DEBTCONSOLIDATION,10.99,0.13,4.0,633,Yes,0
26.0,male,Bachelor,178439.0,0,RENT,24000.0,EDUCATION,18.3,0.13,2.0,615,No,1
26.0,male,Bachelor,204962.0,2,RENT,24000.0,DEBTCONSOLIDATION,11.01,0.12,2.0,552,Yes,0
21.0,male,Bachelor,22673.0,0,OWN,2500.0,PERSONAL,11.36,0.11,3.0,670,Yes,0
25.0,male,Associate,23719.0,2,OWN,4000.0,DEBTCONSOLIDATION,7.4,0.17,3.0,667,No,1
23.0,male,High School,101575.0,1,RENT,22000.0,DEBTCONSOLIDATION,11.71,0.22,4.0,586,No,0
25.0,female,Master,94168.0,3,RENT,22000.0,PERSONAL,11.48,0.23,3.0,719,No,1
25.0,male,Master,99394.0,1,RENT,22000.0,EDUCATION,17.51,0.22,2.0,646,No,1
21.0,male,High School,23504.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,14.61,0.15,3.0,646,No,1
23.0,male,Bachelor,120500.0,3,RENT,22000.0,DEBTCONSOLIDATION,7.88,0.18,4.0,646,No,0
23.0,female,Bachelor,133195.0,1,RENT,22000.0,PERSONAL,11.01,0.17,3.0,643,Yes,0
22.0,male,Bachelor,24148.0,1,MORTGAGE,4950.0,PERSONAL,11.71,0.2,2.0,594,No,1
25.0,male,Bachelor,69353.0,1,RENT,21700.0,PERSONAL,11.99,0.31,2.0,664,No,1
24.0,male,High School,65946.0,0,RENT,21600.0,VENTURE,13.49,0.33,2.0,605,No,1
23.0,female,High School,68677.0,0,RENT,21600.0,MEDICAL,20.0,0.31,4.0,646,No,1
26.0,female,Associate,76687.0,3,RENT,21600.0,DEBTCONSOLIDATION,14.35,0.28,3.0,655,No,1
22.0,female,Bachelor,99087.0,0,RENT,21600.0,PERSONAL,13.61,0.22,3.0,597,No,0
22.0,male,High School,94523.0,0,RENT,21600.0,DEBTCONSOLIDATION,11.26,0.23,3.0,679,No,1
22.0,female,High School,24092.0,0,OWN,2400.0,VENTURE,10.59,0.1,3.0,654,No,0
24.0,female,Bachelor,135365.0,1,RENT,21600.0,MEDICAL,7.9,0.16,2.0,556,No,0
24.0,male,Associate,24420.0,2,MORTGAGE,7000.0,HOMEIMPROVEMENT,5.99,0.29,4.0,694,No,1
25.0,male,High School,23948.0,3,OWN,3000.0,EDUCATION,11.99,0.13,4.0,587,No,1
24.0,female,Associate,71718.0,2,RENT,21500.0,MEDICAL,16.89,0.3,3.0,620,No,1
24.0,female,Master,84999.0,0,RENT,21500.0,HOMEIMPROVEMENT,9.99,0.25,3.0,701,No,1
24.0,female,High School,140396.0,4,RENT,21500.0,EDUCATION,15.33,0.15,3.0,572,Yes,0
25.0,male,High School,73404.0,4,RENT,21450.0,EDUCATION,7.29,0.29,4.0,671,No,1
22.0,male,High School,38473.0,0,RENT,21250.0,DEBTCONSOLIDATION,12.42,0.55,3.0,599,No,1
25.0,male,Associate,57546.0,3,RENT,21250.0,VENTURE,10.99,0.37,2.0,610,No,1
25.0,male,Bachelor,62422.0,4,RENT,21250.0,VENTURE,6.91,0.34,2.0,588,No,1
22.0,male,Bachelor,23993.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,14.17,0.21,2.0,691,No,1
22.0,male,High School,64732.0,0,RENT,21250.0,MEDICAL,10.25,0.33,3.0,645,No,1
26.0,male,Associate,23955.0,2,OWN,9250.0,EDUCATION,11.01,0.39,2.0,618,No,1
24.0,male,Bachelor,68154.0,2,RENT,21250.0,VENTURE,15.95,0.31,3.0,672,No,1
24.0,female,Associate,79138.0,2,RENT,21250.0,EDUCATION,15.95,0.27,4.0,650,No,1
21.0,male,High School,42536.0,0,RENT,21000.0,VENTURE,12.53,0.49,4.0,687,No,1
22.0,male,Associate,23888.0,0,MORTGAGE,1400.0,HOMEIMPROVEMENT,14.91,0.06,4.0,535,No,1
23.0,male,Associate,24013.0,0,MORTGAGE,3000.0,MEDICAL,11.01,0.12,4.0,604,No,1
26.0,female,Bachelor,48929.0,6,RENT,21000.0,MEDICAL,6.54,0.43,4.0,601,No,1
25.0,female,Associate,24121.0,1,OWN,1000.0,VENTURE,11.01,0.04,3.0,612,Yes,0
26.0,male,Bachelor,51379.0,5,RENT,21000.0,MEDICAL,17.26,0.41,4.0,666,No,1
23.0,male,High School,76364.0,0,RENT,21000.0,MEDICAL,11.36,0.27,2.0,645,No,1
26.0,male,Bachelor,24297.0,3,MORTGAGE,4000.0,VENTURE,7.51,0.16,4.0,678,No,1
22.0,female,Bachelor,71599.0,0,RENT,21000.0,PERSONAL,10.71,0.29,3.0,644,No,1
22.0,male,Associate,85496.0,1,RENT,21000.0,PERSONAL,13.98,0.25,4.0,614,Yes,0
26.0,female,Associate,79163.0,3,RENT,21000.0,DEBTCONSOLIDATION,14.09,0.27,3.0,627,No,1
22.0,male,Master,90944.0,0,RENT,21000.0,EDUCATION,10.0,0.23,3.0,523,Yes,0
22.0,female,Master,23973.0,0,MORTGAGE,5000.0,MEDICAL,15.33,0.21,3.0,571,No,1
25.0,female,High School,75181.0,4,RENT,21000.0,MEDICAL,16.32,0.28,4.0,546,No,1
24.0,female,Associate,95767.0,2,RENT,21000.0,HOMEIMPROVEMENT,7.9,0.22,2.0,640,No,0
23.0,female,Master,96788.0,1,RENT,21000.0,MEDICAL,11.99,0.22,3.0,648,Yes,0
24.0,male,High School,101708.0,2,RENT,21000.0,MEDICAL,10.75,0.21,4.0,593,No,0
22.0,male,High School,45716.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.69,0.44,3.0,447,No,1
25.0,male,Bachelor,46683.0,3,RENT,20000.0,MEDICAL,11.11,0.43,4.0,636,No,1
22.0,female,Associate,54870.0,0,RENT,20000.0,EDUCATION,7.9,0.36,4.0,631,No,1
23.0,male,Associate,55291.0,3,RENT,20000.0,PERSONAL,10.25,0.36,2.0,632,No,1
24.0,female,High School,54919.0,4,RENT,20000.0,MEDICAL,11.01,0.36,2.0,670,No,1
23.0,female,Bachelor,25141.0,0,OWN,1200.0,MEDICAL,7.49,0.05,3.0,700,No,0
22.0,male,High School,54899.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.92,0.36,3.0,650,No,1
24.0,male,Associate,47903.0,0,RENT,20000.0,MEDICAL,14.74,0.42,2.0,665,No,1
24.0,male,Associate,56744.0,0,RENT,20000.0,EDUCATION,10.62,0.35,2.0,582,No,1
22.0,male,Associate,58440.0,0,RENT,20000.0,VENTURE,10.65,0.34,3.0,656,No,1
22.0,female,Associate,51628.0,0,RENT,20000.0,PERSONAL,12.99,0.39,3.0,635,No,1
22.0,male,High School,58859.0,1,RENT,20000.0,VENTURE,11.36,0.34,4.0,672,No,1
22.0,female,Associate,24521.0,0,OWN,7500.0,EDUCATION,5.79,0.31,4.0,612,Yes,0
23.0,female,Master,60235.0,4,RENT,20000.0,EDUCATION,6.54,0.33,4.0,615,No,1
25.0,female,Master,25654.0,6,MORTGAGE,4000.0,VENTURE,5.79,0.16,2.0,725,No,0
25.0,female,Bachelor,61114.0,1,RENT,20000.0,DEBTCONSOLIDATION,7.49,0.33,3.0,639,No,1
25.0,female,Bachelor,60990.0,1,RENT,20000.0,EDUCATION,13.43,0.33,2.0,691,No,1
22.0,female,Bachelor,61072.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.22,0.33,2.0,681,No,1
22.0,male,Associate,25229.0,1,OWN,5000.0,VENTURE,14.72,0.2,3.0,604,Yes,0
22.0,female,Associate,53980.0,0,RENT,20000.0,EDUCATION,15.68,0.37,4.0,688,No,1
24.0,male,Bachelor,61918.0,2,RENT,20000.0,MEDICAL,11.01,0.32,3.0,672,No,1
25.0,female,Bachelor,62299.0,3,RENT,20000.0,HOMEIMPROVEMENT,11.48,0.32,3.0,680,No,1
24.0,male,Master,62192.0,3,RENT,20000.0,VENTURE,10.38,0.32,3.0,640,No,1
22.0,male,Bachelor,62045.0,0,RENT,20000.0,EDUCATION,12.53,0.32,3.0,629,No,1
22.0,male,Bachelor,62350.0,1,RENT,20000.0,EDUCATION,13.47,0.32,2.0,677,No,1
24.0,female,Associate,62508.0,0,RENT,20000.0,VENTURE,12.21,0.32,4.0,571,No,1
25.0,male,High School,63607.0,2,RENT,20000.0,VENTURE,10.99,0.31,3.0,647,No,1
25.0,male,Associate,63921.0,3,RENT,20000.0,EDUCATION,11.36,0.31,4.0,568,No,1
22.0,male,Bachelor,56273.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.0,0.36,4.0,700,No,1
26.0,male,Bachelor,24569.0,4,MORTGAGE,1500.0,PERSONAL,7.74,0.06,3.0,570,Yes,0
24.0,male,High School,63481.0,3,RENT,20000.0,EDUCATION,15.65,0.32,2.0,633,No,1
25.0,male,High School,56451.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.78,0.35,2.0,646,No,1
24.0,female,Associate,63897.0,0,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.31,3.0,614,No,1
22.0,female,High School,57193.0,0,RENT,20000.0,MEDICAL,16.77,0.35,3.0,532,No,1
22.0,male,Associate,65874.0,0,RENT,20000.0,EDUCATION,9.91,0.3,4.0,617,No,1
23.0,female,Associate,58705.0,3,RENT,20000.0,MEDICAL,15.65,0.34,4.0,603,No,1
23.0,male,High School,58236.0,2,RENT,20000.0,MEDICAL,14.96,0.34,3.0,588,No,1
23.0,male,Associate,65738.0,0,RENT,20000.0,VENTURE,11.83,0.3,4.0,668,No,1
24.0,male,High School,59765.0,2,RENT,20000.0,MEDICAL,11.66,0.33,4.0,643,No,1
26.0,male,High School,67019.0,2,RENT,20000.0,EDUCATION,12.18,0.3,4.0,639,No,1
24.0,female,Associate,67265.0,2,RENT,20000.0,HOMEIMPROVEMENT,6.91,0.3,2.0,525,No,1
25.0,male,Bachelor,66906.0,3,RENT,20000.0,DEBTCONSOLIDATION,6.91,0.3,3.0,666,No,1
26.0,female,Associate,59603.0,7,RENT,20000.0,HOMEIMPROVEMENT,19.79,0.34,3.0,642,No,1
25.0,male,High School,67174.0,2,RENT,20000.0,VENTURE,9.88,0.3,4.0,646,No,1
